Data;Mandante;Visitante;Rodad;Publico
20/10/2019;Athlético-PR;Palmeiras;27ª Rodada;18732
20/10/2019;Atlético-MG;Santos;27ª Rodada;15312
20/10/2019;Flamengo;Fluminense;27ª Rodada;47496
20/10/2019;São Paulo;Avaí;27ª Rodada;20763
20/10/2019;Internacional;Vasco;27ª Rodada;21278
21/10/2019;Botafogo-rj;CSA;27ª Rodada;16342
21/10/2019;Bahia;Ceará;27ª Rodada;27415
26/10/2019;Fluminense;Chapecoense;28ª Rodada;17731
26/10/2019;Cruzeiro;Fortaleza;28ª Rodada;25644
26/10/2019;Corinthians;Santos;28ª Rodada;32142
26/10/2019;Ceará;Vasco;28ª Rodada;34530
26/10/2019;Bahia;Internacional;28ª Rodada;27542
27/10/2019;Athlético-PR;Goiás;28ª Rodada;10778
27/10/2019;Flamengo;CSA;28ª Rodada;65649
27/10/2019;Grêmio;Botafogo-rj;28ª Rodada;7608
27/10/2019;Avaí;Palmeiras;28ª Rodada;8074
27/10/2019;São Paulo;Atlético-MG;28ª Rodada;18815
30/10/2019;Ceará;Fluminense;29ª Rodada;19298
30/10/2019;Atlético-MG;Chapecoense;29ª Rodada;15389
30/10/2019;CSA;Corinthians;29ª Rodada;14096
30/10/2019;Avaí;Fortaleza;29ª Rodada;2638
30/10/2019;Vasco;Grêmio;29ª Rodada;15254
30/10/2019;Palmeiras;São Paulo;29ª Rodada;29481
31/10/2019;Internacional;Athlético-PR;29ª Rodada;18770
31/10/2019;Goiás;Flamengo;29ª Rodada;35170
31/10/2019;Botafogo-rj;Cruzeiro;29ª Rodada;20690
31/10/2019;Santos;Bahia;29ª Rodada;5634
02/11/2019;Fortaleza;Atlético-MG;30ª Rodada;30708
02/11/2019;Fluminense;Vasco;30ª Rodada;14206
02/11/2019;Palmeiras;Ceará;30ª Rodada;29019
02/11/2019;Chapecoense;São Paulo;30ª Rodada;8565
03/11/2019;Cruzeiro;Bahia;30ª Rodada;21933
03/11/2019;Athlético-PR;CSA;30ª Rodada;10681
03/11/2019;Flamengo;Corinthians;30ª Rodada;59822
03/11/2019;Goiás;Avaí;30ª Rodada;8914
03/11/2019;Grêmio;Internacional;30ª Rodada;40618
03/11/2019;Santos;Botafogo-rj;30ª Rodada;7524
06/11/2019;Bahia;Chapecoense;31ª Rodada;16836
06/11/2019;Athlético-PR;Cruzeiro;31ª Rodada;11838
06/11/2019;Atlético-MG;Goiás;31ª Rodada;33925
06/11/2019;Corinthians;Fortaleza;31ª Rodada;22208
06/11/2019;Vasco;Palmeiras;31ª Rodada;8249
06/11/2019;Avaí;Santos;31ª Rodada;4397
07/11/2019;Ceará;Internacional;31ª Rodada;19966
07/11/2019;Botafogo-rj;Flamengo;31ª Rodada;20958
07/11/2019;São Paulo;Fluminense;31ª Rodada;17650
07/11/2019;Grêmio;CSA;31ª Rodada;11334
09/11/2019;Palmeiras;Corinthians;32ª Rodada;34283
09/11/2019;Goiás;Santos;32ª Rodada;12453
10/11/2019;Cruzeiro;Atlético-MG;32ª Rodada;37844
10/11/2019;São Paulo;Athlético-PR;32ª Rodada;13795
10/11/2019;Flamengo;Bahia;32ª Rodada;60691
10/11/2019;Fortaleza;Ceará;32ª Rodada;44999
10/11/2019;Chapecoense;Grêmio;32ª Rodada;12067
10/11/2019;Internacional;Fluminense;32ª Rodada;11181
10/11/2019;CSA;Vasco;32ª Rodada;13360
11/11/2019;Botafogo-rj;Avaí;32ª Rodada;17803
13/11/2019;Flamengo;Vasco;34ª Rodada;47838
16/11/2019;Fluminense;Atlético-MG;33ª Rodada;23168
16/11/2019;Santos;São Paulo;33ª Rodada;14062
17/11/2019;Corinthians;Internacional;33ª Rodada;29159
17/11/2019;Bahia;Palmeiras;33ª Rodada;23194
17/11/2019;Athlético-PR;Botafogo-rj;33ª Rodada;17027
17/11/2019;Chapecoense;Ceará;33ª Rodada;2860
17/11/2019;Grêmio;Flamengo;33ª Rodada;28541
17/11/2019;Fortaleza;CSA;33ª Rodada;33231
18/11/2019;Cruzeiro;Avaí;33ª Rodada;15012
18/11/2019;Vasco;Goiás;33ª Rodada;17867
23/11/2019;Santos;Cruzeiro;34ª Rodada;7905
24/11/2019;Internacional;Fortaleza;34ª Rodada;24875
24/11/2019;Ceará;São Paulo;34ª Rodada;28233
24/11/2019;Atlético-MG;Athlético-PR;34ª Rodada;29632
24/11/2019;Botafogo-rj;Corinthians;34ª Rodada;20666
24/11/2019;Avaí;Chapecoense;34ª Rodada;1948
24/11/2019;Goiás;Bahia;34ª Rodada;9850
24/11/2019;Palmeiras;Grêmio;34ª Rodada;22767
25/11/2019;CSA;Fluminense;34ª Rodada;7503
27/11/2019;Bahia;Atlético-MG;35ª Rodada;12759
27/11/2019;Athlético-PR;Grêmio;35ª Rodada;20974
27/11/2019;Chapecoense;Botafogo-rj;35ª Rodada;3050
27/11/2019;Corinthians;Avaí;35ª Rodada;17441
27/11/2019;Flamengo;Ceará;35ª Rodada;61246
27/11/2019;Internacional;Goiás;35ª Rodada;18793
28/11/2019;Cruzeiro;CSA;35ª Rodada;30197
28/11/2019;Fluminense;Palmeiras;35ª Rodada;29968
28/11/2019;Fortaleza;Santos;35ª Rodada;32930
28/11/2019;São Paulo;Vasco;35ª Rodada;11970
30/11/2019;Ceará;Athlético-PR;36ª Rodada;23687
30/11/2019;Botafogo-rj;Internacional;36ª Rodada;28208
01/12/2019;Avaí;Fluminense;36ª Rodada;2850
01/12/2019;Atlético-MG;Corinthians;36ª Rodada;16143
01/12/2019;CSA;Bahia;36ª Rodada;6058
01/12/2019;Palmeiras;Flamengo;36ª Rodada;22219
01/12/2019;Goiás;Fortaleza;36ª Rodada;27284
01/12/2019;Grêmio;São Paulo;36ª Rodada;22039
01/12/2019;Santos;Chapecoense;36ª Rodada;6961
02/12/2019;Vasco;Cruzeiro;36ª Rodada;19314
04/12/2019;Fluminense;Fortaleza;37ª Rodada;39034
04/12/2019;Athlético-PR;Santos;37ª Rodada;29746
04/12/2019;Atlético-MG;Botafogo-rj;37ª Rodada;23803
04/12/2019;Chapecoense;CSA;37ª Rodada;1933
04/12/2019;Ceará;Corinthians;37ª Rodada;47731
04/12/2019;São Paulo;Internacional;37ª Rodada;30822
05/12/2019;Bahia;Vasco;37ª Rodada;25148
05/12/2019;Flamengo;Avaí;37ª Rodada;64648
05/12/2019;Grêmio;Cruzeiro;37ª Rodada;18306
05/12/2019;Palmeiras;Goiás;37ª Rodada;6779
08/12/2019;Avaí;Athlético-PR;38ª Rodada;2247
08/12/2019;Botafogo-rj;Ceará;38ª Rodada;19811
08/12/2019;Vasco;Chapecoense;38ª Rodada;61021
08/12/2019;Corinthians;Fluminense;38ª Rodada;36072
08/12/2019;Fortaleza;Bahia;38ª Rodada;52552
08/12/2019;Goiás;Grêmio;38ª Rodada;7145
08/12/2019;Internacional;Atlético-MG;38ª Rodada;18625
08/12/2019;Cruzeiro;Palmeiras;38ª Rodada;24035
08/12/2019;Santos;Flamengo;38ª Rodada;13310
08/12/2019;CSA;São Paulo;38ª Rodada;7810
