Data;Mandante;Visitante;Rodad;Publico
29/05/2014;Bahia;Santos;8ª Rodada;16089
31/05/2014;Coritiba;Goiás;9ª Rodada;3127
31/05/2014;São Paulo;Atlético-MG;9ª Rodada;27580
31/05/2014;Vitória;Sport;9ª Rodada;3152
01/06/2014;Corinthians;Botafogo-RJ;9ª Rodada;19989
01/06/2014;Fluminense;Internacional;9ª Rodada;5690
01/06/2014;Grêmio;Palmeiras;9ª Rodada;15136
01/06/2014;Figueirense;Athlético-PR;9ª Rodada;4608
01/06/2014;Chapecoense;Bahia;9ª Rodada;7817
01/06/2014;Cruzeiro;Flamengo;9ª Rodada;10283
01/06/2014;Santos;Criciúma;9ª Rodada;5136
04/06/2014;Sport;Bahia;5ª Rodada;14177
16/07/2014;Grêmio;Goiás;10ª Rodada;24449
16/07/2014;Flamengo;Athlético-PR;10ª Rodada;5329
16/07/2014;Criciúma;Fluminense;10ª Rodada;8829
16/07/2014;Coritiba;Figueirense;10ª Rodada;10383
16/07/2014;Bahia;São Paulo;10ª Rodada;17482
16/07/2014;Sport;Botafogo-RJ;10ª Rodada;18532
17/07/2014;Corinthians;Internacional;10ª Rodada;32644
17/07/2014;Cruzeiro;Vitória;10ª Rodada;24156
17/07/2014;Santos;Palmeiras;10ª Rodada;11774
19/07/2014;Atlético-MG;Bahia;11ª Rodada;7558
19/07/2014;Botafogo-RJ;Coritiba;11ª Rodada;1271
19/07/2014;São Paulo;Chapecoense;11ª Rodada;42979
19/07/2014;Figueirense;Grêmio;11ª Rodada;6461
20/07/2014;Vitória;Corinthians;11ª Rodada;15259
20/07/2014;Goiás;Sport;11ª Rodada;2430
20/07/2014;Athlético-PR;Criciúma;11ª Rodada;0
20/07/2014;Palmeiras;Cruzeiro;11ª Rodada;14970
20/07/2014;Fluminense;Santos;11ª Rodada;3750
20/07/2014;Internacional;Flamengo;11ª Rodada;27633
26/07/2014;Cruzeiro;Figueirense;12ª Rodada;21190
26/07/2014;Bahia;Internacional;12ª Rodada;511221
26/07/2014;Santos;Chapecoense;12ª Rodada;6962
26/07/2014;Criciúma;Vitória;12ª Rodada;7355
27/07/2014;Corinthians;Palmeiras;12ª Rodada;31031
27/07/2014;Grêmio;Coritiba;12ª Rodada;19944
27/07/2014;Flamengo;Botafogo-RJ;12ª Rodada;43412
27/07/2014;Athlético-PR;Fluminense;12ª Rodada;0
27/07/2014;Goiás;São Paulo;12ª Rodada;12847
27/07/2014;Sport;Atlético-MG;12ª Rodada;16579
02/08/2014;São Paulo;Criciúma;13ª Rodada;46512
02/08/2014;Botafogo-RJ;Cruzeiro;13ª Rodada;11975
02/08/2014;Vitória;Grêmio;13ª Rodada;10637
03/08/2014;Palmeiras;Bahia;13ª Rodada;15206
03/08/2014;Coritiba;Corinthians;13ª Rodada;21296
03/08/2014;Atlético-MG;Athlético-PR;13ª Rodada;8663
03/08/2014;Chapecoense;Flamengo;13ª Rodada;12473
03/08/2014;Figueirense;Sport;13ª Rodada;5520
03/08/2014;Fluminense;Goiás;13ª Rodada;34992
03/08/2014;Internacional;Santos;13ª Rodada;5520
06/08/2014;Chapecoense;Atlético-MG;10ª Rodada;9688
09/08/2014;Fluminense;Coritiba;14ª Rodada;24768
09/08/2014;Criciúma;Cruzeiro;14ª Rodada;9521
09/08/2014;Bahia;Goiás;14ª Rodada;7723
10/08/2014;Atlético-MG;Palmeiras;14ª Rodada;14089
10/08/2014;Athlético-PR;Botafogo-RJ;14ª Rodada;0
10/08/2014;Santos;Corinthians;14ª Rodada;12329
10/08/2014;Chapecoense;Figueirense;14ª Rodada;8595
10/08/2014;Flamengo;Sport;14ª Rodada;35583
10/08/2014;Internacional;Grêmio;14ª Rodada;32643
10/08/2014;São Paulo;Vitória;14ª Rodada;29115
16/08/2014;Corinthians;Bahia;15ª Rodada;30819
16/08/2014;Goiás;Internacional;15ª Rodada;4259
17/08/2014;Figueirense;Atlético-MG;15ª Rodada;7196
17/08/2014;Sport;Athlético-PR;15ª Rodada;13223
17/08/2014;Vitória;Chapecoense;15ª Rodada;10897
17/08/2014;Botafogo-RJ;Fluminense;15ª Rodada;29185
17/08/2014;Cruzeiro;Santos;15ª Rodada;39215
17/08/2014;Coritiba;Flamengo;15ª Rodada;13521
17/08/2014;Grêmio;Criciúma;15ª Rodada;27112
17/08/2014;Palmeiras;São Paulo;15ª Rodada;20267
20/08/2014;Bahia;Criciúma;16ª Rodada;9926
20/08/2014;Chapecoense;Fluminense;16ª Rodada;8817
20/08/2014;Coritiba;Vitória;16ª Rodada;6192
20/08/2014;Figueirense;Botafogo-RJ;16ª Rodada;7109
20/08/2014;Flamengo;Atlético-MG;16ª Rodada;37726
20/08/2014;Santos;Athlético-PR;16ª Rodada;4612
20/08/2014;Internacional;São Paulo;16ª Rodada;29267
20/08/2014;Sport;Palmeiras;16ª Rodada;21802
21/08/2014;Corinthians;Goiás;16ª Rodada;26486
21/08/2014;Cruzeiro;Grêmio;16ª Rodada;32294
23/08/2014;Atlético-MG;Internacional;17ª Rodada;19732
23/08/2014;Botafogo-RJ;Chapecoense;17ª Rodada;15909
23/08/2014;Palmeiras;Coritiba;17ª Rodada;18461
24/08/2014;Athlético-PR;Bahia;17ª Rodada;0
24/08/2014;Goiás;Cruzeiro;17ª Rodada;5163
24/08/2014;Vitória;Figueirense;17ª Rodada;7112
24/08/2014;Criciúma;Flamengo;17ª Rodada;14516
24/08/2014;Fluminense;Sport;17ª Rodada;11631
24/08/2014;Grêmio;Corinthians;17ª Rodada;30117
24/08/2014;São Paulo;Santos;17ª Rodada;31159
30/08/2014;Cruzeiro;Chapecoense;18ª Rodada;26682
30/08/2014;Palmeiras;Internacional;18ª Rodada;31178
31/08/2014;Coritiba;Atlético-MG;18ª Rodada;6950
31/08/2014;Corinthians;Fluminense;18ª Rodada;34889
31/08/2014;Figueirense;São Paulo;18ª Rodada;15803
31/08/2014;Botafogo-RJ;Santos;18ª Rodada;12221
31/08/2014;Vitória;Flamengo;18ª Rodada;14477
31/08/2014;Goiás;Athlético-PR;18ª Rodada;1544
31/08/2014;Grêmio;Bahia;18ª Rodada;14246
31/08/2014;Sport;Criciúma;18ª Rodada;12869
06/09/2014;Chapecoense;Goiás;19ª Rodada;2005
06/09/2014;Flamengo;Grêmio;19ª Rodada;51858
06/09/2014;Santos;Vitória;19ª Rodada;14205
07/09/2014;Criciúma;Corinthians;19ª Rodada;12269
07/09/2014;Bahia;Coritiba;19ª Rodada;0
07/09/2014;Fluminense;Cruzeiro;19ª Rodada;23534
07/09/2014;Athlético-PR;Palmeiras;19ª Rodada;19559
07/09/2014;Atlético-MG;Botafogo-RJ;19ª Rodada;18588
07/09/2014;Internacional;Figueirense;19ª Rodada;16965
07/09/2014;São Paulo;Sport;19ª Rodada;25072
10/09/2014;Figueirense;Fluminense;20ª Rodada;10444
10/09/2014;Coritiba;Chapecoense;20ª Rodada;7238
10/09/2014;Goiás;Flamengo;20ª Rodada;33278
10/09/2014;Grêmio;Athlético-PR;20ª Rodada;11584
10/09/2014;Palmeiras;Criciúma;20ª Rodada;17173
10/09/2014;Botafogo-RJ;São Paulo;20ª Rodada;24857
10/09/2014;Sport;Santos;20ª Rodada;13862
10/09/2014;Vitória;Internacional;20ª Rodada;5060
11/09/2014;Corinthians;Atlético-MG;20ª Rodada;24784
11/09/2014;Cruzeiro;Bahia;20ª Rodada;20861
13/09/2014;Chapecoense;Sport;21ª Rodada;4737
13/09/2014;Fluminense;Palmeiras;21ª Rodada;12555
13/09/2014;Santos;Coritiba;21ª Rodada;7075
14/09/2014;Atlético-MG;Grêmio;21ª Rodada;11873
14/09/2014;Athlético-PR;Vitória;21ª Rodada;17057
14/09/2014;Bahia;Figueirense;21ª Rodada;2952
14/09/2014;Criciúma;Goiás;21ª Rodada;7915
14/09/2014;Flamengo;Corinthians;21ª Rodada;32400
14/09/2014;Internacional;Botafogo-RJ;21ª Rodada;16456
14/09/2014;São Paulo;Cruzeiro;21ª Rodada;58627
17/09/2014;Figueirense;Criciúma;22ª Rodada;7440
17/09/2014;Palmeiras;Flamengo;22ª Rodada;19350
17/09/2014;Sport;Internacional;22ª Rodada;14851
17/09/2014;Botafogo-RJ;Bahia;22ª Rodada;4678
17/09/2014;Coritiba;São Paulo;22ª Rodada;16201
17/09/2014;Cruzeiro;Athlético-PR;22ª Rodada;17850
17/09/2014;Vitória;Fluminense;22ª Rodada;6438
18/09/2014;Corinthians;Chapecoense;22ª Rodada;25537
18/09/2014;Grêmio;Santos;22ª Rodada;18904
18/09/2014;Goiás;Atlético-MG;22ª Rodada;3441
20/09/2014;Criciúma;Botafogo-RJ;23ª Rodada;8548
20/09/2014;Athlético-PR;Internacional;23ª Rodada;17305
21/09/2014;Flamengo;Fluminense;23ª Rodada;37918
21/09/2014;Cruzeiro;Atlético-MG;23ª Rodada;49534
21/09/2014;Corinthians;São Paulo;23ª Rodada;34688
21/09/2014;Goiás;Palmeiras;23ª Rodada;7845
21/09/2014;Grêmio;Chapecoense;23ª Rodada;16760
21/09/2014;Santos;Figueirense;23ª Rodada;5571
21/09/2014;Sport;Coritiba;23ª Rodada;13180
21/09/2014;Vitória;Bahia;23ª Rodada;25192
24/09/2014;São Paulo;Flamengo;24ª Rodada;16571
24/09/2014;Fluminense;Grêmio;24ª Rodada;6211
24/09/2014;Bahia;Sport;24ª Rodada;13360
24/09/2014;Chapecoense;Athlético-PR;24ª Rodada;6610
24/09/2014;Coritiba;Cruzeiro;24ª Rodada;9521
24/09/2014;Figueirense;Corinthians;24ª Rodada;10245
24/09/2014;Internacional;Criciúma;24ª Rodada;15701
25/09/2014;Atlético-MG;Santos;24ª Rodada;16772
25/09/2014;Botafogo-RJ;Goiás;24ª Rodada;5986
25/09/2014;Palmeiras;Vitória;24ª Rodada;14907
27/09/2014;Chapecoense;Criciúma;25ª Rodada;4703
27/09/2014;Sport;Cruzeiro;25ª Rodada;22248
27/09/2014;São Paulo;Fluminense;25ª Rodada;16076
28/09/2014;Atlético-MG;Vitória;25ª Rodada;20877
28/09/2014;Athlético-PR;Corinthians;25ª Rodada;19667
28/09/2014;Bahia;Flamengo;25ª Rodada;36452
28/09/2014;Figueirense;Palmeiras;25ª Rodada;6787
28/09/2014;Botafogo-RJ;Grêmio;25ª Rodada;10462
28/09/2014;Internacional;Coritiba;25ª Rodada;24522
28/09/2014;Santos;Goiás;25ª Rodada;9694
02/10/2014;Palmeiras;Chapecoense;26ª Rodada;14299
04/10/2014;Fluminense;Bahia;26ª Rodada;9476
04/10/2014;Corinthians;Sport;26ª Rodada;29238
04/10/2014;Coritiba;Athlético-PR;26ª Rodada;18327
04/10/2014;Criciúma;Atlético-MG;26ª Rodada;8468
04/10/2014;Cruzeiro;Internacional;26ª Rodada;51994
04/10/2014;Goiás;Figueirense;26ª Rodada;2306
04/10/2014;Flamengo;Santos;26ª Rodada;37204
04/10/2014;Grêmio;São Paulo;26ª Rodada;43653
04/10/2014;Vitória;Botafogo-RJ;26ª Rodada;9505
08/10/2014;Vitória;Goiás;27ª Rodada;8422
08/10/2014;Cruzeiro;Corinthians;27ª Rodada;32958
08/10/2014;Coritiba;Criciúma;27ª Rodada;10930
08/10/2014;Figueirense;Flamengo;27ª Rodada;15727
08/10/2014;Grêmio;Sport;27ª Rodada;11659
08/10/2014;Botafogo-RJ;Palmeiras;27ª Rodada;9123
08/10/2014;São Paulo;Athlético-PR;27ª Rodada;9820
09/10/2014;Fluminense;Atlético-MG;27ª Rodada;10320
09/10/2014;Chapecoense;Internacional;27ª Rodada;17047
09/10/2014;Santos;Bahia;27ª Rodada;6184
11/10/2014;Botafogo-RJ;Corinthians;28ª Rodada;37119
11/10/2014;Goiás;Coritiba;28ª Rodada;1392
11/10/2014;Palmeiras;Grêmio;28ª Rodada;26940
12/10/2014;Atlético-MG;São Paulo;28ª Rodada;15288
12/10/2014;Athlético-PR;Figueirense;28ª Rodada;14185
12/10/2014;Bahia;Chapecoense;28ª Rodada;22162
12/10/2014;Criciúma;Santos;28ª Rodada;9076
12/10/2014;Flamengo;Cruzeiro;28ª Rodada;36645
12/10/2014;Internacional;Fluminense;28ª Rodada;24655
12/10/2014;Sport;Vitória;28ª Rodada;10895
18/10/2014;Goiás;Grêmio;29ª Rodada;3044
18/10/2014;Atlético-MG;Chapecoense;29ª Rodada;20558
18/10/2014;Fluminense;Criciúma;29ª Rodada;11214
18/10/2014;São Paulo;Bahia;29ª Rodada;21961
19/10/2014;Botafogo-RJ;Sport;29ª Rodada;2384
19/10/2014;Athlético-PR;Flamengo;29ª Rodada;18908
19/10/2014;Internacional;Corinthians;29ª Rodada;33641
19/10/2014;Vitória;Cruzeiro;29ª Rodada;18366
19/10/2014;Figueirense;Coritiba;29ª Rodada;4126
19/10/2014;Palmeiras;Santos;29ª Rodada;30695
21/10/2014;Bahia;Atlético-MG;30ª Rodada;5961
22/10/2014;Cruzeiro;Palmeiras;30ª Rodada;26944
22/10/2014;Chapecoense;São Paulo;30ª Rodada;15095
22/10/2014;Criciúma;Athlético-PR;30ª Rodada;7641
22/10/2014;Corinthians;Vitória;30ª Rodada;6407
22/10/2014;Coritiba;Botafogo-RJ;30ª Rodada;8106
22/10/2014;Flamengo;Internacional;30ª Rodada;18898
22/10/2014;Santos;Fluminense;30ª Rodada;6178
22/10/2014;Sport;Goiás;30ª Rodada;7780
22/10/2014;Grêmio;Figueirense;30ª Rodada;16979
25/10/2014;Palmeiras;Corinthians;31ª Rodada;24245
25/10/2014;Figueirense;Cruzeiro;31ª Rodada;7843
25/10/2014;Coritiba;Grêmio;31ª Rodada;13039
25/10/2014;Chapecoense;Santos;31ª Rodada;10334
25/10/2014;Atlético-MG;Sport;31ª Rodada;13115
25/10/2014;Botafogo-RJ;Flamengo;31ª Rodada;39561
25/10/2014;Fluminense;Athlético-PR;31ª Rodada;18845
25/10/2014;Internacional;Bahia;31ª Rodada;12825
25/10/2014;Vitória;Criciúma;31ª Rodada;8374
27/10/2014;São Paulo;Goiás;31ª Rodada;31907
01/11/2014;Corinthians;Coritiba;32ª Rodada;28099
01/11/2014;Goiás;Fluminense;32ª Rodada;3985
01/11/2014;Grêmio;Vitória;32ª Rodada;17447
02/11/2014;Athlético-PR;Atlético-MG;32ª Rodada;17021
02/11/2014;Cruzeiro;Botafogo-RJ;32ª Rodada;36004
02/11/2014;Flamengo;Chapecoense;32ª Rodada;25941
02/11/2014;Santos;Internacional;32ª Rodada;5607
02/11/2014;Bahia;Palmeiras;32ª Rodada;15367
02/11/2014;Criciúma;São Paulo;32ª Rodada;12388
02/11/2014;Sport;Figueirense;32ª Rodada;27779
08/11/2014;Palmeiras;Atlético-MG;33ª Rodada;24368
08/11/2014;Botafogo-RJ;Athlético-PR;33ª Rodada;2609
08/11/2014;Coritiba;Fluminense;33ª Rodada;10223
09/11/2014;Sport;Flamengo;33ª Rodada;37615
09/11/2014;Corinthians;Santos;33ª Rodada;31089
09/11/2014;Cruzeiro;Criciúma;33ª Rodada;28475
09/11/2014;Figueirense;Chapecoense;33ª Rodada;15102
09/11/2014;Goiás;Bahia;33ª Rodada;2187
09/11/2014;Grêmio;Internacional;33ª Rodada;43456
09/11/2014;Vitória;São Paulo;33ª Rodada;18035
12/11/2014;São Paulo;Internacional;35ª Rodada;22504
15/11/2014;Fluminense;Botafogo-RJ;34ª Rodada;19709
15/11/2014;Criciúma;Grêmio;34ª Rodada;8850
16/11/2014;Atlético-MG;Figueirense;34ª Rodada;17327
16/11/2014;Bahia;Corinthians;34ª Rodada;11617
16/11/2014;Santos;Cruzeiro;34ª Rodada;4094
16/11/2014;Flamengo;Coritiba;34ª Rodada;23182
16/11/2014;Internacional;Goiás;34ª Rodada;20786
16/11/2014;São Paulo;Palmeiras;34ª Rodada;36764
16/11/2014;Athlético-PR;Sport;34ª Rodada;14488
16/11/2014;Chapecoense;Vitória;34ª Rodada;12749
19/11/2014;Vitória;Coritiba;35ª Rodada;7692
19/11/2014;Athlético-PR;Santos;35ª Rodada;14861
19/11/2014;Atlético-MG;Flamengo;35ª Rodada;10123
19/11/2014;Criciúma;Bahia;35ª Rodada;4639
19/11/2014;Goiás;Corinthians;35ª Rodada;24431
19/11/2014;Botafogo-RJ;Figueirense;35ª Rodada;7406
19/11/2014;Palmeiras;Sport;35ª Rodada;35939
20/11/2014;Fluminense;Chapecoense;35ª Rodada;25112
20/11/2014;Grêmio;Cruzeiro;35ª Rodada;40497
22/11/2014;Bahia;Athlético-PR;36ª Rodada;7461
22/11/2014;Internacional;Atlético-MG;36ª Rodada;33440
23/11/2014;Flamengo;Criciúma;36ª Rodada;27753
23/11/2014;Sport;Fluminense;36ª Rodada;29165
23/11/2014;Chapecoense;Botafogo-RJ;36ª Rodada;14343
23/11/2014;Corinthians;Grêmio;36ª Rodada;36307
23/11/2014;Coritiba;Palmeiras;36ª Rodada;18863
23/11/2014;CRUZEIRO;Goiás;36ª Rodada;56729
23/11/2014;Figueirense;Vitória;36ª Rodada;14718
23/11/2014;Santos;São Paulo;36ª Rodada;33247
29/11/2014;Criciúma;Sport;37ª Rodada;2338
29/11/2014;Flamengo;Vitória;37ª Rodada;17860
29/11/2014;Internacional;Palmeiras;37ª Rodada;41148
30/11/2014;Chapecoense;Cruzeiro;37ª Rodada;8067
30/11/2014;São Paulo;Figueirense;37ª Rodada;33334
30/11/2014;Athlético-PR;Goiás;37ª Rodada;15387
30/11/2014;Bahia;Grêmio;37ª Rodada;5316
30/11/2014;Atlético-MG;Coritiba;37ª Rodada;19029
30/11/2014;Fluminense;Corinthians;37ª Rodada;16509
30/11/2014;Santos;Botafogo-RJ;37ª Rodada;4269
06/12/2014;Corinthians;Criciúma;38ª Rodada;38044
06/12/2014;Figueirense;Internacional;38ª Rodada;7027
07/12/2014;Botafogo-RJ;Atlético-MG;38ª Rodada;3694
07/12/2014;Palmeiras;Athlético-PR;38ª Rodada;33151
07/12/2014;Grêmio;Flamengo;38ª Rodada;13713
07/12/2014;Coritiba;Bahia;38ª Rodada;25550
07/12/2014;Cruzeiro;Fluminense;38ª Rodada;45809
07/12/2014;Goiás;Chapecoense;38ª Rodada;1768
07/12/2014;Vitória;Santos;38ª Rodada;8326
07/12/2014;Sport;São Paulo;38ª Rodada;33496
09/05/2015;Palmeiras;Atlético-MG;1ª Rodada;28781
09/05/2015;Chapecoense;Coritiba;1ª Rodada;5688
09/05/2015;Fluminense;Joinville;1ª Rodada;19185
10/05/2015;Vasco;Goiás;1ª Rodada;6628
10/05/2015;Grêmio;Ponte Preta;1ª Rodada;11920
10/05/2015;Avaí;Santos;1ª Rodada;7677
10/05/2015;Athlético-PR;Internacional;1ª Rodada;10499
10/05/2015;Cruzeiro;Corinthians;1ª Rodada;8975
10/05/2015;São Paulo;Flamengo;1ª Rodada;13656
10/05/2015;Sport;Figueirense;1ª Rodada;3046
16/05/2015;Corinthians;Chapecoense;2ª Rodada;10144
16/05/2015;Coritiba;Grêmio;2ª Rodada;11785
16/05/2015;Goiás;Athlético-PR;2ª Rodada;0
17/05/2015;Joinville;Palmeiras;2ª Rodada;0
17/05/2015;Flamengo;Sport;2ª Rodada;28794
17/05/2015;Figueirense;Vasco;2ª Rodada;11004
17/05/2015;Atlético-MG;Fluminense;2ª Rodada;11958
17/05/2015;Internacional;Avaí;2ª Rodada;13009
17/05/2015;Ponte Preta;São Paulo;2ª Rodada;0
17/05/2015;Santos;Cruzeiro;2ª Rodada;7246
23/05/2015;Vasco;Internacional;3ª Rodada;4520
23/05/2015;Grêmio;Figueirense;3ª Rodada;8336
23/05/2015;São Paulo;Joinville;3ª Rodada;12690
24/05/2015;Fluminense;Corinthians;3ª Rodada;14932
24/05/2015;Cruzeiro;Ponte Preta;3ª Rodada;9639
24/05/2015;Athlético-PR;Atlético-MG;3ª Rodada;13510
24/05/2015;Avaí;Flamengo;3ª Rodada;11868
24/05/2015;Chapecoense;Santos;3ª Rodada;6374
24/05/2015;Palmeiras;Goiás;3ª Rodada;37337
24/05/2015;Sport;Coritiba;3ª Rodada;10894
30/05/2015;Joinville;Athlético-PR;4ª Rodada;9144
30/05/2015;Coritiba;Avaí;4ª Rodada;9906
30/05/2015;Ponte Preta;Chapecoense;4ª Rodada;0
31/05/2015;Goiás;Grêmio;4ª Rodada;3850
31/05/2015;Internacional;São Paulo;4ª Rodada;25213
31/05/2015;Santos;Sport;4ª Rodada;13481
31/05/2015;Atlético-MG;Vasco;4ª Rodada;17958
31/05/2015;Figueirense;Cruzeiro;4ª Rodada;6211
31/05/2015;Flamengo;Fluminense;4ª Rodada;25289
31/05/2015;Corinthians;Palmeiras;4ª Rodada;29479
03/06/2015;Avaí;Atlético-MG;5ª Rodada;7101
03/06/2015;Athlético-PR;Figueirense;5ª Rodada;13637
03/06/2015;Chapecoense;Joinville;5ª Rodada;6179
03/06/2015;Cruzeiro;Flamengo;5ª Rodada;12071
03/06/2015;Grêmio;Corinthians;5ª Rodada;17971
03/06/2015;Vasco;Ponte Preta;5ª Rodada;2449
03/06/2015;São Paulo;Santos;5ª Rodada;13086
04/06/2015;Palmeiras;Internacional;5ª Rodada;36199
04/06/2015;Fluminense;Coritiba;5ª Rodada;23004
04/06/2015;Sport;Goiás;5ª Rodada;10702
06/06/2015;Santos;Ponte Preta;6ª Rodada;5508
06/06/2015;Athlético-PR;Vasco;6ª Rodada;15177
06/06/2015;Joinville;Corinthians;6ª Rodada;14131
06/06/2015;Atlético-MG;Cruzeiro;6ª Rodada;20092
06/06/2015;Flamengo;Chapecoense;6ª Rodada;16960
06/06/2015;São Paulo;Grêmio;6ª Rodada;16917
07/06/2015;Fluminense;Sport;6ª Rodada;13108
07/06/2015;Goiás;Avaí;6ª Rodada;1105
07/06/2015;Figueirense;Palmeiras;6ª Rodada;9187
07/06/2015;Internacional;Coritiba;6ª Rodada;35766
10/06/2015;Atlético-MG;Santos;7ª Rodada;10536
13/06/2015;Corinthians;Internacional;7ª Rodada;27270
13/06/2015;Vasco;Cruzeiro;7ª Rodada;5072
13/06/2015;Coritiba;Flamengo;7ª Rodada;12043
13/06/2015;Chapecoense;São Paulo;7ª Rodada;8712
13/06/2015;Sport;Joinville;7ª Rodada;9739
14/06/2015;Avaí;Figueirense;7ª Rodada;7939
14/06/2015;Ponte Preta;Goiás;7ª Rodada;8882
14/06/2015;Grêmio;Athlético-PR;7ª Rodada;17781
14/06/2015;Palmeiras;Fluminense;7ª Rodada;26181
18/06/2015;Figueirense;Internacional;8ª Rodada;6244
20/06/2015;Flamengo;Atlético-MG;8ª Rodada;36774
20/06/2015;Grêmio;Palmeiras;8ª Rodada;20814
20/06/2015;Santos;Corinthians;8ª Rodada;7674
20/06/2015;Sport;Vasco;8ª Rodada;17206
21/06/2015;São Paulo;Avaí;8ª Rodada;21364
21/06/2015;Athlético-PR;Coritiba;8ª Rodada;26773
21/06/2015;Cruzeiro;Chapecoense;8ª Rodada;33643
21/06/2015;Joinville;Goiás;8ª Rodada;9049
24/06/2015;Fluminense;Ponte Preta;8ª Rodada;7033
27/06/2015;Chapecoense;Sport;9ª Rodada;7203
27/06/2015;Corinthians;Figueirense;9ª Rodada;24786
27/06/2015;Avaí;Grêmio;9ª Rodada;11181
28/06/2015;Atlético-MG;Joinville;9ª Rodada;55987
28/06/2015;Coritiba;Cruzeiro;9ª Rodada;12395
28/06/2015;Goiás;Fluminense;9ª Rodada;2419
28/06/2015;Internacional;Santos;9ª Rodada;22475
28/06/2015;Palmeiras;São Paulo;9ª Rodada;29233
28/06/2015;Ponte Preta;Athlético-PR;9ª Rodada;4858
28/06/2015;Vasco;Flamengo;9ª Rodada;14010
01/07/2015;Atlético-MG;Coritiba;10ª Rodada;12309
01/07/2015;Athlético-PR;São Paulo;10ª Rodada;19971
01/07/2015;Joinville;Flamengo;10ª Rodada;15728
01/07/2015;Grêmio;Cruzeiro;10ª Rodada;22517
01/07/2015;Palmeiras;Chapecoense;10ª Rodada;32742
01/07/2015;Sport;Internacional;10ª Rodada;21850
01/07/2015;Vasco;Avaí;10ª Rodada;7333
02/07/2015;Corinthians;Ponte Preta;10ª Rodada;26649
02/07/2015;Figueirense;Goiás;10ª Rodada;5425
02/07/2015;Fluminense;Santos;10ª Rodada;11437
04/07/2015;Coritiba;Joinville;11ª Rodada;9531
04/07/2015;Chapecoense;Vasco;11ª Rodada;4349
04/07/2015;Cruzeiro;Athlético-PR;11ª Rodada;7427
05/07/2015;Goiás;Corinthians;11ª Rodada;9573
05/07/2015;São Paulo;Fluminense;11ª Rodada;10497
05/07/2015;Avaí;Sport;11ª Rodada;8116
05/07/2015;Internacional;Atlético-MG;11ª Rodada;16612
05/07/2015;Flamengo;Figueirense;11ª Rodada;17986
05/07/2015;Santos;Grêmio;11ª Rodada;4942
05/07/2015;Ponte Preta;Palmeiras;11ª Rodada;11074
08/07/2015;Coritiba;Ponte Preta;12ª Rodada;7515
08/07/2015;Atlético-MG;Sport;12ª Rodada;50684
08/07/2015;Chapecoense;Grêmio;12ª Rodada;13916
08/07/2015;Internacional;Flamengo;12ª Rodada;10937
08/07/2015;Goiás;Santos;12ª Rodada;1829
08/07/2015;Figueirense;Joinville;12ª Rodada;3891
08/07/2015;Palmeiras;Avaí;12ª Rodada;37530
08/07/2015;Vasco;São Paulo;12ª Rodada;15812
09/07/2015;Corinthians;Athlético-PR;12ª Rodada;32442
09/07/2015;Fluminense;Cruzeiro;12ª Rodada;14339
11/07/2015;Ponte Preta;Atlético-MG;13ª Rodada;4733
11/07/2015;Grêmio;Vasco;13ª Rodada;32464
11/07/2015;Santos;Figueirense;13ª Rodada;8393
12/07/2015;Sport;Palmeiras;13ª Rodada;32291
12/07/2015;Avaí;Chapecoense;13ª Rodada;5086
12/07/2015;Flamengo;Corinthians;13ª Rodada;26209
12/07/2015;Cruzeiro;Goiás;13ª Rodada;10675
12/07/2015;Athlético-PR;Fluminense;13ª Rodada;15648
12/07/2015;Joinville;Internacional;13ª Rodada;10324
12/07/2015;São Paulo;Coritiba;13ª Rodada;59612
18/07/2015;Corinthians;Atlético-MG;14ª Rodada;36280
18/07/2015;Flamengo;Grêmio;14ª Rodada;44318
18/07/2015;Internacional;Goiás;14ª Rodada;16678
19/07/2015;Cruzeiro;Avaí;14ª Rodada;13860
19/07/2015;Figueirense;Coritiba;14ª Rodada;8016
19/07/2015;Joinville;Ponte Preta;14ª Rodada;8250
19/07/2015;Athlético-PR;Chapecoense;14ª Rodada;15892
19/07/2015;Palmeiras;Santos;14ª Rodada;38220
19/07/2015;Sport;São Paulo;14ª Rodada;35835
19/07/2015;Fluminense;Vasco;14ª Rodada;37687
25/07/2015;Grêmio;Sport;15ª Rodada;31084
25/07/2015;Atlético-MG;Figueirense;15ª Rodada;16056
25/07/2015;Avaí;Athlético-PR;15ª Rodada;6197
26/07/2015;Coritiba;Corinthians;15ª Rodada;17225
26/07/2015;Ponte Preta;Internacional;15ª Rodada;4698
26/07/2015;Chapecoense;Fluminense;15ª Rodada;8494
26/07/2015;Goiás;Flamengo;15ª Rodada;10298
26/07/2015;Vasco;Palmeiras;15ª Rodada;13775
26/07/2015;Santos;Joinville;15ª Rodada;12974
26/07/2015;São Paulo;Cruzeiro;15ª Rodada;29648
29/07/2015;Atlético-MG;São Paulo;16ª Rodada;47606
29/07/2015;Corinthians;Vasco;16ª Rodada;30340
01/08/2015;Fluminense;Grêmio;16ª Rodada;27842
02/08/2015;Internacional;Chapecoense;16ª Rodada;17579
02/08/2015;Sport;Cruzeiro;16ª Rodada;28018
02/08/2015;Coritiba;Goiás;16ª Rodada;24593
02/08/2015;Flamengo;Santos;16ª Rodada;51749
02/08/2015;Palmeiras;Athlético-PR;16ª Rodada;38794
02/08/2015;Figueirense;Ponte Preta;16ª Rodada;7245
